number,name,diameter_km,H,G,epoch_tdb,e,a,i,node,peri,M,class,soln_date,U
30482,30482,23.801,12.03,,2461200.5,.1035885642541412,3.182094143129537,16.58092937322425,287.0272917259238,186.9927136114979,61.21125281023483,MBA,2026-06-05,0
30497,30497,16.898,12.76,,2461200.5,.08108224412901301,3.164646056807228,13.80118278326394,153.5688083300967,95.29656425857003,302.0268670450538,MBA,2026-06-05,0
30498,30498,22.172,11.91,,2461200.5,.08917957442544516,5.26875412892698,4.67718210054571,107.4104481722322,243.1410688789635,52.24019656985546,TJN,2026-06-05,0
30499,30499,21.180,12.28,,2461200.5,.05722878039034373,5.173380290311316,3.912479625972386,266.9875549361674,108.7494442625497,44.99307263910615,TJN,2026-06-05,0
30504,30504,29.232,11.47,,2461200.5,.06239382213147068,5.219833243659152,5.284065542416542,296.6550291495902,287.0962814387083,190.1184498491863,TJN,2026-06-05,0
30505,30505,25.838,11.71,,2461200.5,.08256909274667858,5.211899517031021,28.66510693254934,202.5580109307,196.3402021099431,29.03933874234702,TJN,2026-06-05,0
30506,30506,34.356,11.05,,2461200.5,.0820353275711049,5.127675636310241,20.0554717812934,343.3528794969224,12.46150581294942,66.73606263904095,TJN,2026-06-05,0
30508,30508,16.258,12.15,,2461200.5,.04832669691284536,5.136944860907799,17.21969767772596,229.2488574706675,106.9987974045521,98.34443844921481,TJN,2026-06-05,0
30510,30510,18.667,12.09,,2461200.5,.1263680261192247,5.282435741886088,11.43109771161395,342.6740809124492,49.56478117546528,146.8757978116103,TJN,2026-06-05,0
30512,30512,17.612,12.81,,2461200.5,.3238090091262645,3.849612047513324,25.71780534530507,128.4407811629817,43.10116922636054,154.5306539331943,OMB,2026-08-20,0
30529,30529,15.428,12.95,,2461200.5,.0532879947723154,3.188773072004071,14.561354035111,271.7041324915608,163.5522714014959,355.8300593243672,MBA,2026-06-05,0
30534,Holler,16.397,12.66,,2461200.5,.1323604643735235,3.10815977134504,11.83421109430101,259.7995176177542,158.787633471378,118.9575401784247,MBA,2026-06-05,0
30545,30545,22.164,12.32,,2461200.5,.173599123946403,3.190261704205929,27.04252646260919,220.821133887559,278.3615292297797,7.466935088913364,MBA,2026-06-05,0
30588,30588,17.199,12.82,,2461200.5,.08685133415284285,3.1521189214647,10.58614959760056,284.0198744167938,288.9382279200663,286.4339466239637,MBA,2026-06-05,0
30594,30594,15.868,12.66,,2461200.5,.2029269678809717,3.180178464889413,11.84782946284626,10.97814021365243,8.584239734743305,127.5652114694432,MBA,2026-06-05,0
30656,30656,17.633,12.71,,2461200.5,.1906468553659281,3.109167008348521,17.90900142954988,357.3831105216842,102.5852425809924,81.36072607427826,MBA,2026-06-05,0
30698,Hippokoon,18.293,12.18,,2461200.5,.06363895340777576,5.166334726737432,7.882782102745375,216.2522579946156,101.9611704280211,88.02631090683937,TJN,2026-06-05,0
30704,Phegeus,27.002,11.36,,2461200.5,.04018124920357181,5.269083163521755,14.87947366066573,20.40909589871179,287.8612355526678,121.3691938729826,TJN,2026-06-05,0
30705,Idaios,44.546,10.47,,2461200.5,.0595904414264728,5.181274937754962,19.77642383612952,24.17194413021928,343.6564398750783,32.04172108011765,TJN,2026-06-05,0
30708,Echepolos,25.351,11.89,,2461200.5,.01304088912678222,5.191062298747708,24.1775713674908,29.42613629094301,26.92090902951519,346.0738463277852,TJN,2026-06-05,0
30724,Peterburgtrista,20.694,12.07,,2461200.5,.04477449074539435,3.172880328957999,21.33095640576011,351.2321515665114,45.26877942298734,114.8884370419556,MBA,2026-06-05,0
30768,30768,18.289,12.81,,2461200.5,.01054530026203737,3.243215597454106,9.865085402675234,159.7500465112677,35.83355347018446,5.603233673874486,OMB,2026-06-05,0
30791,30791,20.305,12.21,,2461200.5,.06145147152218217,5.207074201759664,24.7016359682989,164.5042287031309,234.2995334292484,5.847973877596456,TJN,2026-06-05,0
30792,30792,18.407,12.49,,2461200.5,.03544821679542116,5.218794349622594,4.364911354141002,157.4759312045926,62.67173353491231,191.0334917613905,TJN,2026-06-05,0
30793,30793,19.257,12.16,,2461200.5,.06002473672796287,5.221216870132985,21.0059992412722,88.8172033465469,294.325821961162,18.97960389566721,TJN,2026-06-05,0
30807,30807,20.670,12.15,,2461200.5,.0586379134133421,5.22093874087026,4.694690860646919,170.0990532604127,124.593738066193,137.4131944244046,TJN,2026-06-05,0
30942,Helicaon,32.544,11.42,,2461200.5,.06661281020931518,5.206177605403702,22.85624447420234,143.5119478642436,270.6585583183658,17.24792384614191,TJN,2026-06-05,0
30955,Weiser,16.517,13.04,,2461200.5,.1717967445441045,3.191752226238295,6.876656630730893,350.6949562697047,93.89520495817345,118.4575990950872,MBA,2026-06-05,0
31006,Katherine,16.152,12.91,,2461200.5,.138329161212367,3.189836829322756,11.8406837626504,248.9939127481305,289.4846737317849,46.01140058222752,MBA,2026-06-05,0
31037,Mydon,19.127,12.18,,2461200.5,.1303234181327828,5.245589225038586,7.286171135945041,188.7372584824753,28.5862635610736,191.4274541754305,TJN,2026-06-05,0
31097,Nucciomula,15.253,13.01,,2461200.5,.1055138875779788,3.969886581995532,2.707401652478084,97.25625954821906,70.09171361114537,300.6420358471167,OMB,2026-06-05,0
31340,31340,16.064,12.65,,2461200.5,.07865806474404842,3.202681495709606,23.2278813213528,84.08692140898467,17.74045847365081,97.67953260173455,OMB,2026-06-05,0
31342,31342,47.396,10.46,,2461200.5,.07599000449011865,5.223947810818716,24.41072543467495,102.9505821655762,192.24750718255,120.4002471476573,TJN,2026-06-05,0
31344,Agathon,40.645,10.99,,2461200.5,.03716862469165244,5.332371564026285,7.482040147772609,27.23393088584842,327.5607922467736,45.85483010038062,TJN,2026-06-05,0
31499,31499,15.267,12.80,,2461200.5,.09491631471944141,3.147691632604883,15.86277596434032,281.3539030277974,201.2242577517831,337.3067777874321,MBA,2026-06-05,0
31539,31539,20.775,12.48,,2461200.5,.1754152129650123,3.215081182904306,17.03413462340535,330.7677161281642,288.2970057543558,166.9612025513719,OMB,2026-06-05,0
31733,31733,16.521,13.11,,2461200.5,.1317734702331684,3.1836370348396,8.036368344996363,87.22198727176702,254.8138527958905,164.3347855104293,MBA,2026-06-05,0
31751,31751,15.198,12.73,,2461200.5,.1757004126720837,3.158864437197629,17.5562397424886,107.8073889479513,227.8304876795494,177.1568412718518,MBA,2026-06-05,0
31762,31762,15.768,12.70,,2461200.5,.08253765855341051,3.096879265935943,18.36289033267662,92.91175030281603,356.4846516828804,101.3566183583778,MBA,2026-06-05,0
31801,31801,18.046,12.42,,2461200.5,.09339088383295965,3.245830140278327,24.82717072240065,98.1752458524825,127.9375422796029,263.3151823351493,OMB,2026-06-05,0
31806,31806,23.794,11.60,,2461200.5,.09573890500148789,5.19744923671439,34.08745598632903,136.7253434907556,193.9079721222779,91.97985553915071,TJN,2026-06-05,0
31814,31814,18.140,12.30,,2461200.5,.06993734862473451,5.32217268038547,4.441589457326208,326.3262706486816,1.917495924466686,84.85322611914867,TJN,2026-06-05,0
31817,31817,21.521,12.05,,2461200.5,.1493950910756948,3.993867050265947,6.261648642424957,270.202038845285,188.4833077211729,27.74566875309888,OMB,2026-06-05,0
31818,31818,19.502,12.15,,2461200.5,.05421664327775282,3.225510938391636,22.5844768571786,339.6635508012763,172.1557222517228,48.35018135325529,OMB,2026-06-05,0
31819,31819,29.730,11.45,,2461200.5,.008450818244342032,5.269912416849096,14.31251445961687,348.5785753601246,308.5904282650328,137.8399808998217,TJN,2026-06-05,0
31820,31820,16.585,12.27,,2461200.5,.07904448673109235,5.310099219183839,2.374912341497148,193.2171666735262,91.9522289148308,135.483827738682,TJN,2026-06-05,0
31821,31821,19.787,12.17,,2461200.5,.06060322857503739,5.234804664434586,10.75574972909467,146.6983970705309,178.6534746779652,89.14746908286938,TJN,2026-06-05,0
31822,31822,22.488,12.39,,2461200.5,.04391915891812331,3.411337979672356,6.383201936013912,26.5502294432052,317.8451315669595,72.85586318995539,OMB,2026-06-05,0
31824,Elatus,57.000,10.26,,2461200.5,.3831871846291017,11.76647221393526,5.251502842169581,87.02890255914699,281.9158243998125,248.3839916059516,CEN,2025-08-02,0
31835,31835,26.904,11.57,,2461200.5,.05246997718030052,5.141381437494531,15.12132774107016,74.84932571181794,353.0941627206537,122.6663188537147,TJN,2026-06-05,0
32125,32125,16.506,12.54,,2461200.5,.0167998102865427,3.197354164789985,20.55929210877412,244.9452905274646,154.8594774061022,86.13717652369446,MBA,2026-06-05,0
32162,32162,15.031,13.22,,2461200.5,.1475423168580454,2.87379013163978,12.33391842033074,275.88142218598,87.74218024483841,91.3304972134611,MBA,2026-06-05,0
32240,32240,19.286,12.45,,2461200.5,.007698121618053597,3.254456547011923,20.29632630196918,296.5227318529899,277.7760250089467,260.2455473711576,OMB,2026-06-05,0
32244,32244,15.282,13.00,,2461200.5,.07956904620459289,3.172790373884626,15.28262312905699,310.698683434129,312.4466561323661,267.2620307174286,MBA,2026-06-05,0
32253,32253,26.399,11.73,,2461200.5,.09774545690279236,3.185121189830086,21.03923902674088,313.2454665204035,72.634196712918,156.8114158431725,MBA,2026-06-05,0
32254,32254,16.754,13.10,,2461200.5,.07825540492546203,3.203892791308798,13.35248253020806,289.9597839148748,55.02918968276526,179.1514905420723,OMB,2026-06-05,0
32339,32339,27.968,11.77,,2461200.5,.1109072966231406,5.205679975445743,18.90484478933028,172.4623941214618,274.9871740862785,323.3755330361275,TJN,2026-06-05,0
32356,32356,15.348,12.20,,2461200.5,.155800210991644,5.213345704174269,12.66334108889587,329.3273916379039,344.4361063459424,101.4009803154086,TJN,2026-06-05,0
32370,32370,18.493,12.46,,2461200.5,.0589195989922876,5.180431589566555,7.353688272426907,332.9775840909278,354.994774777703,102.2182403675584,TJN,2026-06-05,0
32395,32395,18.206,12.43,,2461200.5,.1409365088199404,3.984411786332756,5.369303439139234,351.0642096960585,165.7844658223064,281.8524369523795,OMB,2026-06-05,0
32397,32397,30.763,11.63,,2461200.5,.008000283776560597,5.22840753688764,5.597373283062411,116.018747723741,164.0483032286608,123.6081665855964,TJN,2026-06-05,0
32420,32420,19.853,11.90,,2461200.5,.06740230441988568,5.308763724295734,13.86523597836203,314.0321359050403,359.5185213291873,82.68916208183553,TJN,2026-06-05,0
32434,32434,21.082,11.94,,2461200.5,.1485118296970797,5.200856800688198,23.47787255384818,256.4042537871568,104.3374504501157,58.32365538230668,TJN,2026-06-05,0
32435,32435,30.829,11.22,,2461200.5,.125176014144506,5.203523664476497,21.75337914714697,280.7088243178041,343.5180312772889,129.464354355368,TJN,2026-06-05,0
32437,32437,28.865,11.32,,2461200.5,.1224961560174478,5.194520278371345,23.11702009614839,269.2688198068689,30.74882805674724,111.2783817575538,TJN,2026-06-05,0
32440,32440,29.252,11.51,,2461200.5,.02810612625695049,5.172906255409792,31.33098922934615,319.2950878724411,357.2682123315775,119.788369179454,TJN,2026-06-05,0
32442,Heejaelee,15.745,12.86,,2461200.5,.1159293365819092,3.136957427328111,16.11668491522845,270.1920346206009,324.0713400592138,353.4076626962651,MBA,2026-06-05,0
32451,32451,26.879,11.81,,2461200.5,.09784123841838789,5.202749992825124,19.71833876082514,248.1092352111032,65.34526053723357,80.5579380859462,TJN,2026-06-05,0
32460,32460,19.528,12.31,,2461200.5,.3087831825827059,3.955980568672601,10.99577131195821,262.1225170362702,172.121684875533,49.28017736105774,OMB,2026-06-05,0
32464,32464,30.260,11.69,,2461200.5,.01714346010328922,5.243120624713935,25.22841078483194,234.8226735730577,259.2465153384886,289.7932548591418,TJN,2026-06-05,0
32467,32467,20.142,11.91,,2461200.5,.0305378380297654,5.257287719605226,29.64530541094366,218.5421446996076,187.5800983501283,35.55606408151695,TJN,2026-06-05,0
32471,32471,15.398,12.28,,2461200.5,.05161271515662251,5.338279394528713,2.667950890886882,147.7250656564884,166.6404891334604,111.6596331952526,TJN,2026-06-05,0
32475,32475,38.365,10.82,,2461200.5,.09510563511208539,5.206007616420777,30.69564856599834,18.75927867832412,287.1485248240001,106.2487271326764,TJN,2026-06-05,0
32478,32478,20.757,12.02,,2461200.5,.1666482586413289,5.211360811724335,9.668259826090848,341.1195712197298,277.9353222850907,145.5263793555575,TJN,2026-06-05,0
32480,32480,29.583,11.26,,2461200.5,.09179981668370885,5.236253849930566,21.59745012799993,127.8817212778963,207.9215126482071,72.71611865697578,TJN,2026-06-05,0
32482,32482,27.868,11.08,,2461200.5,.02645216556680984,5.142184041887384,12.14782544023908,52.73069947786422,220.8819834645276,147.545146411237,TJN,2026-06-05,0
32496,Deiopites,48.017,10.27,,2461200.5,.07955323160068699,5.285875564970221,30.44587378979931,65.84461106076179,276.2214167736097,82.22706043285955,TJN,2026-06-05,0
32498,32498,21.610,11.69,,2461200.5,.09428215095340765,5.165301083228997,26.34121892077431,76.60374560192101,1.453299747371483,84.35560174722309,TJN,2026-06-05,0
32499,32499,38.923,10.64,,2461200.5,.1608334635766704,5.162379065708838,16.79205484482108,68.71026754025422,245.807027100259,88.68996075304536,TJN,2026-06-05,0
32501,32501,35.619,11.03,,2461200.5,.06797410955373291,5.21859481280434,32.11449477045699,55.65634732839979,179.891079234803,184.5423870870125,TJN,2026-06-05,0
32511,32511,16.8,12.83,,2461200.5,.4271848187544537,5.007276294373367,8.950609148872612,285.6613268484911,345.5386289090514,80.61697014081125,AST,2026-06-05,0
32528,32528,17.798,12.67,,2461200.5,.1086575189771241,3.157414883635678,12.37196905901809,276.4257131847895,203.8512873051568,24.88976079948745,MBA,2026-06-05,0
32532,Thereus,86.500,9.17,,2461200.5,.1976722266049794,10.64573345624003,20.36059600576191,205.1818350953191,86.29712048106437,283.825746636345,CEN,2026-06-05,0
32536,32536,21.065,12.66,,2461200.5,.04203850374414005,3.112964102299228,9.033399018778736,272.3840728328731,17.08145996126095,238.813893891624,MBA,2026-06-05,0
32578,32578,16.863,13.31,,2461200.5,.161453972871938,3.074785610445583,9.233196805963694,339.3212104084086,337.4398447371298,259.0722895304137,MBA,2026-06-05,0
32615,32615,36.180,11.08,,2461200.5,.03158092248767486,5.141904700537927,17.55933414303741,100.3859866285364,227.2619896618116,55.48358139453728,TJN,2026-06-05,0
32704,32704,16.652,12.84,,2461200.5,.1854585264107169,3.099071328983159,13.13719183700835,11.89771728894399,253.1715149353074,312.4163429169738,MBA,2026-06-05,0
32720,Simoeisios,21.130,12.11,,2461200.5,.01470403702236658,5.192110073642118,7.506706671326373,247.9871479457633,24.73326406150539,144.0226164993948,TJN,2026-06-05,0
32811,Apisaon,28.249,11.35,,2461200.5,.0768017346457488,5.28345481214571,19.83666632811412,50.40673012050649,159.3142591528028,214.1945538109994,TJN,2026-06-05,0
32999,32999,15.722,13.34,,2461200.5,.02940562657667056,2.85507404074814,16.1306305105544,320.0315215736882,235.2269973840278,336.0351857835363,MBA,2026-06-05,0
33008,Tatematsu,15.664,13.02,,2461200.5,.05505959833572947,3.246416410862042,13.5531294004143,332.9443888889933,23.4549526581272,163.8554791802799,OMB,2026-06-05,0
33017,Wronski,16.875,13.01,,2461200.5,.04216783367687581,3.15776203368401,10.04494661194541,47.27299871665903,184.3455249771162,46.0018839608795,MBA,2026-06-05,0
33074,33074,17.540,12.53,,2461200.5,.1028022473011013,3.180346210762727,17.95897646674764,91.36339136566603,33.16959571846191,345.4022516081395,MBA,2026-06-05,0
33290,Carloszuluaga,15.467,12.84,,2461200.5,.1382990879128168,3.151005920165897,17.14185781954525,74.22612636498482,251.6515685633158,290.8396084516395,MBA,2026-06-05,0
33292,33292,18.079,13.22,,2461200.5,.1265699284072157,3.211571434696654,20.65242991883538,115.3506559861722,343.3400432734833,90.03542899505716,OMB,2026-06-05,0
33323,Lucaspaganini,15.888,12.56,,2461200.5,.2094818218603272,3.105404020786366,11.29214482116369,216.2098763896722,28.18033348260781,125.5929124402101,MBA,2026-06-05,0
33743,33743,21.578,12.81,,2461200.5,.1866121128044313,3.183178591054131,13.19150365739851,241.2142086993701,88.11901668380014,248.4510804124141,MBA,2026-06-05,0
33748,Davegault,15.921,12.66,,2461200.5,.09513350237576233,3.179879601813987,6.552146532033688,32.51433879069747,290.1843405140602,278.9983624229105,MBA,2026-06-05,0
33753,33753,16.302,12.48,,2461200.5,.2275656078431685,3.954126836901884,8.223202018616382,135.9762736038527,258.1861961048501,103.1215616198518,OMB,2026-06-05,0
33776,33776,18.300,12.51,,2461200.5,.1053779828290309,3.164713819773202,16.50411287020785,354.4345639786064,303.4899546295681,302.4762543552551,MBA,2026-06-05,0
33794,33794,19.605,12.42,,2461200.5,.053055143925464,3.160803076219542,22.80148191165113,110.7208985611035,188.2740998689423,342.6603490562024,MBA,2026-06-05,0
33800,Gross,23.088,12.18,,2461200.5,.04856407305378872,3.206069508252562,22.44929664829057,140.7315821178024,177.8996423478881,311.1370293142812,OMB,2026-06-05,0
33818,33818,15.292,12.53,,2461200.5,.07728113380862676,3.160395725110259,16.48849625052888,141.5443922082831,148.0868931702946,122.0131603233697,MBA,2026-06-05,0
33830,33830,17.670,12.49,,2461200.5,.08395972223789726,3.234211017134761,23.74892342897558,139.9309568206456,189.2158904353694,35.83192670739058,OMB,2026-06-05,0
33903,Youssefmoulane,18.302,13.03,,2461200.5,.3184589740926763,2.756029305685438,15.42321974907916,248.5289866205763,50.59956549706391,242.2113695001285,MBA,2026-06-05,0
33997,33997,20.109,12.65,,2461200.5,.07349276007423657,3.18420950880316,13.99081526779288,282.1631898161412,302.5952778804403,289.0423213263753,MBA,2026-06-05,0
34119,34119,19.880,12.56,,2461200.5,.1474547829481261,3.178064254757372,28.46710392339498,275.7783616377656,182.080094670665,122.4160514710595,MBA,2026-06-05,0
34210,34210,15.343,13.29,,2461200.5,.1976035431632201,3.142247165385105,11.10455306858123,137.8010523940883,313.897337084096,155.8781887224424,MBA,2026-06-05,0
34298,34298,17.249,12.45,,2461200.5,.1259808748969135,5.168577126005222,9.680597614078497,212.4898153356631,178.7857018447484,29.80428672833854,TJN,2026-06-05,0
34440,34440,17.335,12.81,,2461200.5,.1898029016232389,3.144961927326059,14.31599720810133,281.5577804300409,191.0999608600855,109.547519826396,MBA,2026-06-05,0
34521,34521,28.921,11.60,,2461200.5,.07433830225772257,5.106947205236486,17.4841933531204,4.915349346990504,319.882244406036,99.7659207898336,TJN,2026-06-05,0
34532,34532,16.254,13.00,,2461200.5,.2082188935643782,3.140960527663874,11.98343041455906,79.02909099726095,341.7440143071086,201.4498821718272,MBA,2026-06-05,0
34553,34553,23.459,12.15,,2461200.5,.05247097465187961,5.272764001104053,14.93421454332439,22.04641154841267,20.61397224947589,10.46849964383091,TJN,2026-06-05,0
34562,34562,15.424,13.51,,2461200.5,.1494086444961364,3.068476493721939,12.16657314184713,352.9475879713831,333.8837399529322,343.1290546973211,MBA,2026-06-05,0
34642,34642,33.306,10.84,,2461200.5,.09735701531090597,5.207978252266394,19.63397190639924,45.17613392746132,267.1378583331473,96.59434689149944,TJN,2026-06-05,0
34668,34668,18.633,12.97,,2461200.5,.08679335377725185,3.186468979907894,19.39467682826369,322.1926241865367,189.6342325898624,100.7763399591075,MBA,2026-06-05,0
34669,34669,16.160,12.79,,2461200.5,.2911250223630495,3.051114326001914,24.29767147951496,127.2461679393096,227.4746609318386,304.027086172181,MBA,2026-06-05,0
34674,34674,16.362,13.03,,2461200.5,.2197235365157202,3.124201288532522,14.11602254837948,107.4228335520209,263.6390188884567,280.2506030093788,MBA,2026-06-05,0
34726,34726,18.144,12.68,,2461200.5,.1053424851852664,3.192578620135133,21.80234735366227,2.683729292921592,80.29433741846324,40.96069201701387,MBA,2026-06-05,0
34746,Thoon,61.684,9.85,,2461200.5,.03715304005579288,5.146718922533758,27.43570759137258,93.24177304866085,196.768428846904,114.2299302793005,TJN,2026-06-05,0
34777,34777,15.636,12.74,,2461200.5,.4077614896788519,2.866405207049566,34.15852655129164,284.3411314596555,197.2551315927798,351.1903932048109,MBA,2026-06-05,0
34785,34785,29.077,11.72,,2461200.5,.03825126202974947,5.132849198066901,20.33977102204243,198.9159638968821,89.52394947770874,117.6715959635959,TJN,2026-06-05,0
34835,34835,15.676,12.59,,2461200.5,.08056435969881431,5.290859718449807,3.535057996804888,138.4179046350275,129.659854745556,115.672007675033,TJN,2026-06-05,0
35183,35183,15.550,12.80,,2461200.5,.1770301810992671,3.168217412118653,23.644664260207,52.21530517808925,293.056229093256,302.9705073209355,MBA,2026-03-12,0
35276,35276,25.296,11.77,,2461200.5,.07440491292590001,5.16422228437275,13.03400725903386,354.1640521057415,358.9260302931376,189.7179742921201,TJN,2026-06-05,0
35336,35336,15.582,13.44,,2461200.5,.08411999994565311,3.111795398383129,15.22331170381137,187.4697742412528,77.65775487910119,45.84979455923135,MBA,2026-06-05,0
35363,35363,18.944,11.93,,2461200.5,.07845688251940788,5.195566012240147,16.03379567490946,32.95459426275774,25.48084294746289,122.2543843139626,TJN,2026-06-05,0
35534,Clementfeller,16.842,13.05,,2461200.5,.1982325736377168,3.146086123621688,24.3907590710008,302.8715829317493,273.8246624395798,342.9891771706307,MBA,2026-06-05,0
35627,35627,15.147,13.05,,2461200.5,.2222419152376494,3.142887728202089,9.237105575578965,285.8013620001985,34.66893164949884,306.8330782293601,MBA,2026-06-05,0
35656,35656,18.831,12.81,,2461200.5,.09373597892691943,3.121122335453765,13.99556016423012,329.55660972,.2177857843837482,16.52639016546511,MBA,2026-06-05,0
35673,35673,34.836,11.65,,2461200.5,.04245590140631363,5.092527581626341,9.909406671577017,43.21619327841604,.4900557782127611,136.5234359108206,TJN,2026-06-05,0
36026,36026,15.351,12.84,,2461200.5,.128461674161438,3.149808944986035,16.38534796817254,236.5633919812709,154.95381553,224.6206253087344,MBA,2026-06-05,0
36156,36156,18.331,12.41,,2461200.5,.08981274289910503,3.220960312002883,14.01233647824913,260.9313625155693,75.60848529636201,246.4012399149952,OMB,2026-06-05,0
36227,36227,15.037,13.07,,2461200.5,.1583264676451438,3.211884880608386,10.81620245536735,231.6504517504971,68.13962776054943,296.5874865978096,OMB,2026-06-05,0
36237,36237,19.500,12.81,,2461200.5,.1627551655149785,2.889829401122787,9.999595568612168,108.2352434717654,308.6320629532541,107.6733686565647,MBA,2026-06-05,0
36259,36259,24.562,11.52,,2461200.5,.08962836639288088,5.190708247675388,18.91840113226312,91.52826240101641,18.39884661803962,52.83581108701344,TJN,2026-06-05,0
36267,36267,39.393,10.76,,2461200.5,.09133629036879827,5.184236908896225,19.71655934665366,317.1214414552771,9.808588870111574,208.0625215942806,TJN,2026-06-05,0
36274,36274,18.379,12.37,,2461200.5,.1670725043569512,3.982675752928678,15.57308149235256,109.512124518706,183.2062366871712,273.5357700626759,OMB,2026-06-05,0
36279,36279,30.752,11.29,,2461200.5,.09971952709629571,5.310419505650498,31.1535866371858,75.47358510791025,8.255384553466913,86.01203064486621,TJN,2026-06-05,0
36289,36289,21.060,12.51,,2461200.5,.117847209861919,3.176270886887496,16.98117923250763,75.1238793462314,267.0998626312198,46.36536710870515,MBA,2026-06-05,0
36587,36587,17.658,13.30,,2461200.5,.1200745899226185,3.010306242910558,14.53906007131754,57.44762726849768,32.19497003982649,302.8837575821556,MBA,2026-03-12,0
36624,36624,32.117,11.63,,2461200.5,.02098728070799231,5.149796466617369,26.28692761169636,316.1270922547691,345.6894310811551,103.4018988174464,TJN,2026-06-06,0
36735,36735,18.396,12.67,,2461200.5,.2047555403483287,3.100929731837619,14.37365719519656,244.6514639653574,164.8346462873486,252.9856140428155,MBA,2026-06-06,0
36772,36772,18.948,12.55,,2461200.5,.1518395227991516,3.153428965692013,13.44087272291618,261.7893235468555,302.4471210330335,3.089619771307746,MBA,2026-06-06,0
36922,36922,18.430,11.80,,2461200.5,.04271673057361573,5.274267525844702,10.38555269381095,76.47419723133558,223.9900672953275,120.118626237753,TJN,2026-06-06,0
37281,37281,15.949,12.24,,2461200.5,.06286984729102812,5.089799658620811,5.758419984606172,133.6033260228729,292.4609441310361,127.978148914437,TJN,2026-06-06,0
37286,37286,19.342,12.03,,2461200.5,.07276337385872206,3.180783007085691,23.75582578255098,106.7393224343253,14.26971413301933,147.198413585376,MBA,2026-06-06,0
37297,37297,26.879,11.64,,2461200.5,.07787575252433596,5.251238882313797,20.75116243685375,250.9405964660147,256.5082581018348,34.86305579240991,TJN,2026-06-06,0
37298,37298,22.269,11.86,,2461200.5,.01223735271876598,5.133997873425803,13.70859785493316,171.2075448222919,106.3328194046783,282.0993699585358,TJN,2026-06-06,0
37299,37299,25.017,11.59,,2461200.5,.10279574312892,5.164198898918243,29.65986870524041,321.7892332626335,129.3892739866994,87.61904541194286,TJN,2026-06-06,0
37301,37301,27.099,11.89,,2461200.5,.05395162788211021,5.183605302392721,20.34780082507839,346.2286604499594,168.5438785128292,27.30286888013033,TJN,2026-06-06,0
37519,Amphios,33.076,11.10,,2461200.5,.006482272789369182,5.208704313481944,25.45824641880734,30.3400287792244,303.1154701205722,86.21975670302683,TJN,2026-06-06,0
37590,37590,15.441,13.13,,2461200.5,.2681160229826766,3.940726725390899,7.844794220964385,338.3738351600262,35.97568926838419,147.4995089508321,OMB,2026-06-06,0
37685,37685,21.699,11.93,,2461200.5,.1248499060387175,5.231747607814802,10.11474943271367,179.2463146441663,171.89729957019,177.4815272441595,TJN,2026-06-06,0
37715,37715,19.007,12.25,,2461200.5,.02662064877775128,5.172977515844924,8.887286853259033,173.8404842576395,336.5664375408818,46.26855805256012,TJN,2026-06-06,0
37732,37732,21.474,11.96,,2461200.5,.02630131877902547,5.243006750937023,15.46982600969196,.8544233922325709,241.9671179644629,296.6061149767976,TJN,2026-06-06,0
37789,37789,15.457,13.20,,2461200.5,.009751890353937406,5.261535161805163,.4508943984754225,264.2268636601198,210.7747416140193,57.67137462270927,TJN,2026-06-06,0
38046,Krasnoyarsk,16.493,13.26,,2461200.5,.2121649498319443,3.952960041681058,3.011217230293913,23.2330423983599,295.2552314355391,231.4530125148868,OMB,2026-06-06,0
38050,Bias,61.603,9.87,,2461200.5,.07545660421193151,5.190122609050699,28.55946018130007,233.5251545445229,193.9888704938358,100.4557263514061,TJN,2026-06-06,0
38257,38257,17.260,12.11,,2461200.5,.1200379214615322,5.228751310455953,14.813680514475,160.4144830142416,124.2472297315447,137.0330596455253,TJN,2026-06-06,0
38453,38453,18.792,12.88,,2461200.5,.03981965743073945,3.037799078297752,6.599091179741978,33.14642914895065,204.5867996765684,154.3167495556026,MBA,2026-08-11,0
38516,38516,17.030,12.76,,2461200.5,.1909121788648272,3.118757034893914,17.01636131566418,204.2134809756779,80.1246698767889,51.38059995984605,MBA,2026-06-06,0
38548,38548,21.570,12.22,,2461200.5,.1034561047589118,3.151906377824226,18.37278717498902,266.4647515555843,340.6267036919101,48.15839438600972,MBA,2026-06-06,0
38574,38574,17.296,11.87,,2461200.5,.1059455344461723,5.139406252750501,7.196649215053911,300.8481026858113,171.6860944838369,67.32587778089207,TJN,2026-06-06,0
38577,38577,19.460,12.63,,2461200.5,.04883508825177009,3.214217284916237,23.13504247933858,39.02538294680009,203.0638020820226,23.06974401649101,OMB,2026-06-06,0
38600,38600,23.077,11.83,,2461200.5,.03438688596456915,5.159083691338814,9.952066650802518,110.9401121476199,6.76026465430036,51.15102882561517,TJN,2026-06-06,0
38606,38606,23.778,11.88,,2461200.5,.06308612186090679,5.163520501635213,18.24141599655126,80.30963649427962,19.92149916858597,96.88183208260509,TJN,2026-06-06,0
38607,38607,22.631,11.78,,2461200.5,.03218188553733987,5.25789322675273,13.87132050410333,112.5598664487579,8.07441828782653,74.00362902606442,TJN,2026-06-06,0
38610,38610,29.497,11.56,,2461200.5,.01471676263464068,5.222216247942549,14.07790675032858,270.6596950367874,305.7206374041524,315.5478095533696,TJN,2026-06-06,0
