id,label,vmag,src,ra,dec,epoch,pmra,pmdec,plx,rv,hip,tyc,hr
Gaia DR3 6865705853469906560,TYC 6321-1827-1,9.43,G,298.164997132,-19.953586992,2016.0,25.30767147491909,-50.381264688382224,9.655998086318753,-33.51706,,6321-1827-1,
Gaia DR3 6755377798721600768,TYC 6895-2124-1,8.47,G,298.180049688,-24.994900221,2016.0,-0.09421147399059826,-3.943349947522349,1.2848600291121626,-26.286436,,6895-2124-1,
Gaia DR3 6754863880113862784,TYC 6899-1488-1,8.81,G,298.182830731,-26.837994669,2016.0,6.983840563105252,-1.114936005714501,2.1672687381495037,-44.87622,,6899-1488-1,
Gaia DR3 6872366729271172096,TYC 6313-138-1,8.94,G,298.183510106,-15.415850809,2016.0,0.6139789911132647,-5.371427238087082,2.2295414670072264,-15.776407,,6313-138-1,
Gaia DR3 6754969227072408064,HIP 97828,9.31,G,298.193327132,-26.177728037,2016.0,16.715646435615362,-7.713804502106513,4.610922572425296,-26.79185,97828,6895-1230-1,
Gaia DR3 6754851819845661056,TYC 6899-1567-1,9.61,G,298.20031451,-26.88900471,2016.0,7.077736913794464,-6.480993623376586,1.3548520560951165,-48.886326,,6899-1567-1,
Gaia DR3 6863593588552862080,TYC 6891-1338-1,9.3,G,298.209558406,-23.880819136,2016.0,0.27578960970670363,-12.671537799212222,1.6758827260989575,-16.475513,,6891-1338-1,
Gaia DR3 6863911519211710080,HIP 97834,7.81,G,298.210241391,-23.156006862,2016.0,5.270535929794794,-15.081424919080403,4.2630268757529235,0.0,97834,6891-2296-1,
Gaia DR3 6755318047136513536,HIP 97835,8.9,G,298.212920778,-25.205370566,2016.0,26.454821315786504,-29.58783884188259,2.5966116699634165,50.728786,97835,6895-459-1,
Gaia DR3 6864028544181561600,TYC 6325-665-1,9.89,G,298.217445987,-22.321622271,2016.0,1.1998421929127043,-11.7657937213689,1.4249600086292347,1.6754495,,6325-665-1,
Gaia DR3 6865409638164773760,TYC 6325-313-1,9.75,G,298.218520356,-20.704979032,2016.0,31.966043870616062,-54.558380189170876,4.499826413670654,-17.611998,,6325-313-1,
Gaia DR3 6865294326883406080,HIP 97836,8.44,G,298.219076368,-21.066532629,2016.0,1.8468881006776972,-4.216334911867889,1.7426758075931768,0.0,97836,6325-525-1,
Gaia DR3 6871175064823382912,TYC 6317-218-1,8.64,G,298.219590454,-17.030649999,2016.0,-1.4793560248098763,-3.159648724559449,0.39921763804602584,13.781913,,6317-218-1,
Gaia DR3 6865706540664672896,TYC 6321-1581-1,10.51,G,298.231856803,-19.893748577,2016.0,6.972291523450535,-13.05166661730216,0.8382636006395155,-31.50942,,6321-1581-1,
Gaia DR3 6870349606470710528,TYC 6317-1607-1,10.03,G,298.235337892,-18.701535119,2016.0,-2.4266955356802242,-9.368087134677989,1.200327222011766,41.55972,,6317-1607-1,
Gaia DR3 6872467815622677120,TYC 5737-35-1,9.63,G,298.24699038,-14.875651547,2016.0,28.367874727903803,-51.473218219730555,5.326122068916448,-2.6460726,,5737-35-1,
Gaia DR3 6872410469218974720,TYC 6313-366-1,9.51,G,298.263528933,-15.07456927,2016.0,4.982342552470486,-3.915742376703335,4.208636657525328,2.6008134,,6313-366-1,
Gaia DR3 6872412805675744640,TYC 6313-311-1,9.02,G,298.272971584,-15.040643476,2016.0,-14.909851942915147,-11.497574510578472,2.4156605517491285,43.074986,,6313-311-1,
Gaia DR3 6878492245987853568,HR 7571,6.67,G,298.276581226,-14.603418307,2016.0,-5.922224396679631,-51.11881212492367,8.667402807412335,0.0,,,7571
Gaia DR3 6755275337981078912,TYC 6895-2010-1,9.21,G,298.276959571,-25.548061173,2016.0,-6.255420946558316,-12.572856865289967,1.5271469631025618,10.748531,,6895-2010-1,
Gaia DR3 6851472297489387520,TYC 6895-177-1,10.37,G,298.283063368,-24.67044525,2016.0,-8.44753209347766,-4.441236790392676,0.6790387016477778,4.756401,,6895-177-1,
Gaia DR3 6753692930291580928,HIP 97850,9.8,G,298.283324563,-27.470907725,2016.0,-2.9005743258017596,-18.695215358006923,0.38856831148226795,60.77991,97850,6899-747-1,
HIP 97851,HIP 97851,8.0359,H,298.284603587,-25.461442985,1991.25,5.24,-34.67,11.22,0.0,97851,,
Gaia DR3 6872412152846746880,TYC 6313-429-1,10.8,G,298.292922458,-15.030847468,2016.0,2.7817393320615222,0.4658109326361336,0.5590488407130751,4.8485684,,6313-429-1,
Gaia DR3 6870250444265002880,HIP 97858,9.18,G,298.295394866,-19.265099399,2016.0,-10.951140965940402,-20.90857949290493,2.6069033375174437,-15.33505,97858,6321-1912-1,
Gaia DR3 6870777969329038720,TYC 6317-746-1,9.6,G,298.33389482,-17.381877501,2016.0,4.6330854933455985,-34.05061751837927,2.085950683255429,7.717151,,6317-746-1,
Gaia DR3 6870675646027133184,TYC 6317-18-1,9.15,G,298.350298699,-17.908327492,2016.0,49.65431216549518,7.3522947863552,7.203739236606573,-1.6317132,,6317-18-1,
Gaia DR3 6754848796188584704,HIP 97880,8.08,G,298.353677376,-26.943697795,2016.0,15.265205748047336,-21.036359800156486,2.9879352619564354,22.961372,97880,6899-1337-1,
Gaia DR3 6863716733854113536,TYC 6891-943-1,9.27,G,298.380969655,-23.39210474,2016.0,8.76201237047399,-7.690147329211427,4.109673770964607,20.091518,,6891-943-1,
Gaia DR3 6865390224912374912,TYC 6325-366-1,9.75,G,298.404399285,-20.961365295,2016.0,3.7238891407557775,-7.18701516952054,1.0199814819525004,-2.2413564,,6325-366-1,
Gaia DR3 4188359305707571840,Gaia DR3 4188359305707571840,8.38,G,298.427915991,-14.174194304,2016.0,9.716365281036975,-11.140680535681382,9.902008975716397,-31.405394,,,
Gaia DR3 6865633178321824384,HIP 97899,9.57,G,298.432179666,-20.368178843,2016.0,94.6958582678576,-123.57138823265316,10.272570538952856,-75.275566,97899,6321-1198-1,
Gaia DR3 6871941832447827584,HIP 97909,8.57,G,298.452577565,-16.644646615,2016.0,7.951145364649967,16.954521089667235,2.412544255716792,-17.169065,97909,6313-1093-1,
Gaia DR3 6754064260281552640,HIP 97921,9.12,G,298.503855175,-27.490799917,2016.0,17.896478399099028,-18.339022665452447,10.585578287251817,-33.45281,97921,6899-641-1,
Gaia DR3 6863976390398134400,TYC 6325-98-1,9.42,G,298.507590224,-22.475369089,2016.0,8.12252791390852,-16.029606209834423,3.733185947995361,-13.080192,,6325-98-1,
Gaia DR3 6870479761157742208,TYC 6317-1203-1,9.49,G,298.50777734,-18.114695993,2016.0,-1.0535657629460982,-109.91485591976019,9.49433939714279,-36.825283,,6317-1203-1,
Gaia DR3 4188397445018453888,TYC 5737-1189-1,8.82,G,298.509632427,-13.853052485,2016.0,27.27950355566982,-42.52970905853013,5.594853286608194,-42.998856,,5737-1189-1,
Gaia DR3 6851482467972060672,TYC 6895-545-1,9.66,G,298.521173399,-24.497837388,2016.0,-5.174860838758853,-18.83386578936368,2.357957422723847,-19.678984,,6895-545-1,
Gaia DR3 6870728766183886848,TYC 6317-1508-1,8.69,G,298.535353933,-17.412696722,2016.0,9.204898496443516,6.777140400886526,6.540778197297764,17.332586,,6317-1508-1,
Gaia DR3 6754878959739053312,HIP 97931,7.74,G,298.543084601,-26.696167141,2016.0,12.000590417670253,-19.62973579471413,2.326963295586712,18.554766,97931,6899-1736-1,
Gaia DR3 6851481643338338176,TYC 6895-231-1,8.24,G,298.544456715,-24.508692065,2016.0,-5.918227609365388,-11.601693998294593,2.100826359201251,12.489236,,6895-231-1,
Gaia DR3 6755308357690195712,TYC 6895-1837-1,9.41,G,298.550414357,-25.28410414,2016.0,6.4661101027633805,-3.6909320060497266,0.9055199363266105,-33.01881,,6895-1837-1,
Gaia DR3 6867245238467202816,TYC 6321-1826-1,9.54,G,298.560250088,-19.315857021,2016.0,8.360789296082341,0.3606169951687337,2.724117472393128,-6.0400915,,6321-1826-1,
Gaia DR3 6867228986310875776,HIP 97937,9.74,G,298.561798716,-19.496679552,2016.0,30.96621832076656,-29.54861195532102,16.250740074445716,0.83899117,97937,6321-1619-1,
Gaia DR3 6863535898551993472,HR 7578,6.2,G,298.573333454,-23.942897297,2016.0,-124.16693865882704,-410.68078672310565,70.70095856863598,0.0,97944,6891-1773-1,7578
Gaia DR3 6754885939066509568,TYC 6899-2093-1,8.57,G,298.604519133,-26.575686374,2016.0,42.28170027172302,-9.832567903450562,3.217455384473131,-44.525627,,6899-2093-1,
Gaia DR3 6870286350192460800,TYC 6321-7-1,7.83,G,298.625902394,-18.936059409,2016.0,-8.678538227109271,-40.71174647789373,2.8385921550057263,91.071846,,6321-7-1,
Gaia DR3 6754072575338243712,TYC 6899-575-1,9.37,G,298.629734002,-27.353678092,2016.0,-16.588638132313566,-4.746764964843109,5.3346504484724075,2.227357,,6899-575-1,
Gaia DR3 6755108246573497600,TYC 6895-1652-1,9.61,G,298.642096658,-25.536013829,2016.0,-2.2733338369470273,-30.868333172557534,1.9026626438735197,28.308731,,6895-1652-1,
Gaia DR3 6851512567103281664,TYC 6891-2605-1,9.7,G,298.653746173,-24.253604465,2016.0,-31.323555271170985,-92.78130087013585,2.2756836281827244,5.039164,,6891-2605-1,
Gaia DR3 4188398265349198336,TYC 5737-708-1,9.48,G,298.670407772,-13.840999678,2016.0,2.2048812270116516,-3.4676733672860145,2.1194772938751147,-17.578966,,5737-708-1,
Gaia DR3 6872096799164828672,HIP 97972,8.03,G,298.670654331,-15.913711402,2016.0,2.8444904431239904,-18.3515216909865,5.176451563065263,0.0,97972,6313-359-1,
Gaia DR3 6865644590056924672,TYC 6321-60-1,9.76,G,298.689563814,-20.092818477,2016.0,5.332378187514386,-11.001448361915289,2.440622120709525,-33.131172,,6321-60-1,
Gaia DR3 6870413859179384320,TYC 6317-1567-1,10.23,G,298.697457087,-18.392354475,2016.0,-3.7348683408985917,-8.643295863186845,0.8940894404726478,0.0,,6317-1567-1,
Gaia DR3 6871118577413279872,TYC 6317-1640-1,8.71,G,298.730151757,-17.050875716,2016.0,6.183313993363999,-9.999351346639003,2.971215134053583,-8.9098835,,6317-1640-1,
Gaia DR3 6851468895875682816,TYC 6895-65-1,9.34,G,298.738701644,-24.543423403,2016.0,-105.9690927963763,-79.05308633074623,4.509063305609478,-14.233934,,6895-65-1,
Gaia DR3 6863631075026281600,TYC 6891-2747-1,9.36,G,298.740494387,-23.862660678,2016.0,35.10631268498944,-42.17222741158912,7.617855195098412,-70.22568,,6891-2747-1,
Gaia DR3 6871211417427077632,TYC 6313-450-1,11.08,G,298.745587455,-16.679841483,2016.0,0.8885997265241835,-6.239045551400512,0.5519770415337819,-7.3889318,,6313-450-1,
Gaia DR3 6870383416451044096,HIP 98005,8.92,G,298.752924352,-18.767696639,2016.0,-34.87125265000414,-14.184261077780066,2.6861695735033146,-31.994158,98005,6321-349-1,
Gaia DR3 6872102434161586816,TYC 6313-399-1,9.67,G,298.761142561,-15.885660308,2016.0,-7.615869857961138,-22.71651079937509,1.8977461186905606,60.49026,,6313-399-1,
Gaia DR3 4188489803992404864,HIP 98014,8.31,G,298.771886413,-13.783413106,2016.0,-2.3678088725969335,-6.2692771411757775,2.789914802426793,3.5672195,98014,5750-222-1,
Gaia DR3 6878517259876545280,TYC 5750-98-1,9.03,G,298.779049322,-14.270306061,2016.0,-11.059702593835068,-56.040157060117025,10.00521434164569,45.69388,,5750-98-1,
Gaia DR3 6851495657812269440,TYC 6895-181-1,9.91,G,298.780007128,-24.40578886,2016.0,3.0662026608395223,-0.7137625334708666,0.9576024422798022,60.76033,,6895-181-1,
Gaia DR3 6754102880627542528,TYC 6899-1455-1,8.71,G,298.781075202,-27.108954006,2016.0,9.416928938892443,-12.980521980383376,2.068524656070852,-20.02779,,6899-1455-1,
HIP 98021,HIP 98021,9.7861,H,298.790855017,-25.807387809,1991.25,-7.28,20.26,3.95,0.0,98021,,
Gaia DR3 6863627707771911424,Gaia DR3 6863627707771911424,7.95,G,298.795197426,-23.907680642,2016.0,22.392132987600597,-11.840176982028684,4.157082833333755,-16.254015,,,
Gaia DR3 6755110514316196480,TYC 6895-1977-1,9.7,G,298.801430254,-25.518757694,2016.0,-8.833600300712996,-3.497242551669877,1.8404284382745435,2.713436,,6895-1977-1,
Gaia DR3 6871198085848548608,TYC 6313-519-1,9.95,G,298.804010205,-16.770240007,2016.0,7.445880450761256,-2.9432386023147123,1.1782099672997135,-37.40893,,6313-519-1,
Gaia DR3 6863532737455978112,TYC 6891-2723-1,9.53,G,298.82647845,-23.970208505,2016.0,4.175891605082722,3.9636920792200323,1.6290818721110805,0.0,,6891-2723-1,
Gaia DR3 6867257298735553792,HIP 98045,6.86,G,298.850422772,-19.292899817,2016.0,61.34773853077519,-8.587181024353665,11.592539812188747,0.0,98045,6321-2024-1,
Gaia DR3 6864358436328554112,TYC 6325-2056-1,10.04,G,298.85096788,-22.232443473,2016.0,-8.771591097023276,-15.830856565497063,1.183875128783063,-11.706706,,6325-2056-1,
Gaia DR3 6864466394627152512,HIP 98050,8.66,G,298.881782907,-21.508936836,2016.0,-10.802050930723041,-77.23725305656757,8.586703819901691,51.27151,98050,6325-1339-1,
Gaia DR3 6863633961244433152,TYC 6891-2682-1,9.19,G,298.890189043,-23.709819025,2016.0,2.9893947737661,-8.469746094065334,2.1819361140842535,43.276573,,6891-2682-1,
Gaia DR3 6870898262770102784,TYC 6317-1600-1,9.19,G,298.905926239,-17.561034082,2016.0,-0.8758041189863404,-36.65586631495121,5.976889565003108,-11.828017,,6317-1600-1,
Gaia DR3 6866956066908104576,TYC 6321-164-1,9.9,G,298.951568717,-20.142646524,2016.0,-5.104086484926057,-15.231809503977836,1.457775958122551,-30.441154,,6321-164-1,
HIP 98066,ω Sgr,4.8317,H,298.959270535,-26.299685379,1991.25,209.41,62.39,38.48,0.0,98066,,7597
Gaia DR3 6754228499831566848,HIP 98069,7.69,G,298.967195285,-26.550004979,2016.0,-22.99069491406133,22.900406551934566,12.310608008240951,-10.710423,98069,6899-1818-1,
Gaia DR3 6864340397465728512,TYC 6325-749-1,10.05,G,298.976214456,-22.419372467,2016.0,1.162272275024717,-19.19561330655304,0.5594555338441878,5.0992756,,6325-749-1,
Gaia DR3 6872190292013231872,HIP 98075,8.66,G,298.983845115,-15.404790499,2016.0,-4.3142732282634375,-3.242283878976799,3.3672588372782126,31.365538,98075,6313-69-1,
Gaia DR3 6867375668032899840,HIP 98078,8.39,G,298.986812375,-18.874983333,2016.0,28.55946371112756,-6.389222205719181,11.099946350868006,-24.781197,98078,6321-405-1,
Gaia DR3 6865431422238992512,HIP 98084,9.29,G,299.005037197,-20.491907661,2016.0,14.760535306349421,-0.940882201648436,2.7850027277087994,3.7126298,98084,6321-888-1,
Gaia DR3 6865368715715935872,TYC 6325-724-1,10.48,G,299.007511299,-20.838251703,2016.0,8.060411459605104,-3.187043463593347,0.629697629832572,-79.63275,,6325-724-1,
Gaia DR3 6867261043947334272,Gaia DR3 6867261043947334272,11.41,G,299.008891972,-19.21641015,2016.0,-3.987859510222492,-19.63309568104871,1.292404225202637,-32.15638,,,
Gaia DR3 6851196045192776576,TYC 6895-1333-1,9.47,G,299.050237392,-25.226097208,2016.0,-6.4601428214192005,-9.64510664460078,1.6760637662504967,-17.043585,,6895-1333-1,
Gaia DR3 6878620751407210368,TYC 5750-2082-1,9.64,G,299.074212156,-14.021444685,2016.0,-0.16663447026639028,-1.7331864350954054,0.9264602656310361,51.4565,,5750-2082-1,
Gaia DR3 6754221456085118848,TYC 6899-2266-1,9.19,G,299.07612251,-26.70452266,2016.0,4.6787878099324605,3.86340141466739,2.089477108798831,13.2378025,,6899-2266-1,
Gaia DR3 6871316760085633408,HIP 98113,8.75,G,299.093967911,-16.372059291,2016.0,-6.059619283400884,-12.410517008335633,1.3492189737238471,53.56586,98113,6313-737-1,
Gaia DR3 6870448184558530560,TYC 6317-1107-1,9.52,G,299.111993065,-18.076344576,2016.0,8.129342926365315,7.408294791558442,1.5960405784668743,-24.422272,,6317-1107-1,
Gaia DR3 6872126760856859264,HIP 98125,7.63,G,299.142890008,-15.703756446,2016.0,13.689170255629676,7.121143281798568,5.601472664230103,-37.329044,98125,6313-1683-1,
Gaia DR3 6754003821501388672,TYC 6899-614-1,8.92,G,299.148762745,-27.622057592,2016.0,3.3807828520990273,-5.996184477459117,2.255894922551749,-8.361562,,6899-614-1,
Gaia DR3 6864127710685112320,HIP 98134,8.66,G,299.163328982,-22.713937411,2016.0,16.439850970691104,-15.29279502624823,3.1149991442946123,2.0003207,98134,6891-73-1,
Gaia DR3 6863696014932282752,HIP 98135,7.57,G,299.167085298,-23.066371158,2016.0,4.253575533517636,-42.94156851449311,5.791071673954784,-17.221878,98135,6891-728-1,
Gaia DR3 6870452273367422080,HIP 98136,9.37,G,299.168657671,-17.921448436,2016.0,-3.0396485181416724,-9.631855927708926,0.42032353854568394,0.0,98136,6317-1895-1,
Gaia DR3 6851180033554653312,TYC 6895-2129-1,9.61,G,299.1699666,-25.29998909,2016.0,13.102120316887163,28.893779914563574,5.0917835159552975,2.4325094,,6895-2129-1,
Gaia DR3 6864154270763045376,TYC 6325-101-1,9.23,G,299.17186797,-22.368663014,2016.0,-1.7561755412029574,-2.215953740107281,4.010207262949633,25.942808,,6325-101-1,
Gaia DR3 6865385345829968768,HIP 98140,9.57,G,299.177884192,-20.477286968,2016.0,-0.2543932668328912,-7.055648346351506,2.6550814610847557,30.001186,98140,6321-464-1,
Gaia DR3 6870878196682769920,TYC 6317-1866-1,8.68,G,299.193121209,-17.741711379,2016.0,-43.728314030562075,42.42808069861068,13.006178847010432,-21.059608,,6317-1866-1,
Gaia DR3 6870425644570106368,TYC 6317-593-1,9.26,G,299.201498939,-18.246464217,2016.0,6.845293774116248,-7.379981832486168,1.5937411637582908,-0.3909461,,6317-593-1,
Gaia DR3 6871296904455043072,HIP 98150,8.3,G,299.201833932,-16.615358788,2016.0,2.6209411944001193,-6.5390658133729485,2.2909473410194723,-17.894741,98150,6313-991-1,
Gaia DR3 6870908398893040128,TYC 6317-1024-1,10.87,G,299.211995528,-17.345283725,2016.0,2.974273037532475,-1.3572240953652603,0.749653174871372,-20.95175,,6317-1024-1,
Gaia DR3 6754054639555151744,59 Sgr,4.55,G,299.236839806,-27.169970624,2016.0,7.393152505812061,-16.563032940184335,3.8050724466658243,-17.390238,,,7604
Gaia DR3 6870420696767740800,TYC 6317-1231-1,8.78,G,299.244988175,-18.36160808,2016.0,2.1936226898809634,-3.2882694412932447,1.0655025346828344,-11.543659,,6317-1231-1,
Gaia DR3 6865380466747101312,Gaia DR3 6865380466747101312,9.46,G,299.250108554,-20.582010689,2016.0,22.627020387281867,-4.798904712829648,2.501956338682986,-25.285526,,,
Gaia DR3 6851545445072641024,HIP 98172,8.46,G,299.258545246,-24.337348323,2016.0,16.06766032842743,-54.80355076484611,6.0422515379823665,-27.862415,98172,6891-2479-1,
Gaia DR3 6867184559169506944,TYC 6321-1424-1,9.68,G,299.259690746,-19.560573528,2016.0,6.018003794281149,-2.2432374865742988,1.8422613148646367,51.893845,,6321-1424-1,
Gaia DR3 6851201577110762624,HIP 98178,8.59,G,299.279045946,-25.089619131,2016.0,93.15279751088993,-32.62471863849257,12.828937289637407,-12.402135,98178,6895-233-1,
Gaia DR3 6871313637647863552,TYC 6313-2079-1,9.57,G,299.283398567,-16.251502405,2016.0,-13.469885326303482,-49.48087673806537,1.8227821055908144,10.93108,,6313-2079-1,
Gaia DR3 6754263684203781248,HIP 98197,8.1,G,299.314582636,-26.217267464,2016.0,8.87091503731278,46.3201932177287,14.296250896767235,-9.837514,98197,6896-1541-1,
Gaia DR3 6754212316394630272,TYC 6900-407-1,9.72,G,299.318194583,-26.735400123,2016.0,-8.833915531588694,-21.09766109815694,2.2129543907917366,42.941166,,6900-407-1,
Gaia DR3 6851225216611071232,TYC 6896-1773-1,8.45,G,299.324182132,-25.056198693,2016.0,-7.696172712582146,10.65563943418803,5.120997701749874,16.28819,,6896-1773-1,
Gaia DR3 6870427190758290304,TYC 6317-183-1,10.39,G,299.330335308,-18.294126672,2016.0,1.0913430839369902,0.603542852950486,1.1965159602009419,-51.69479,,6317-183-1,
Gaia DR3 6851232810113323392,TYC 6896-1604-1,9.52,G,299.338814573,-24.807323757,2016.0,25.191000632660405,-27.057289796125332,4.5634384427874215,-33.148212,,6896-1604-1,
Gaia DR3 6867370033035715456,TYC 6321-151-1,9.63,G,299.340228511,-18.843917764,2016.0,-12.384076410992964,-24.180534759333202,4.488273116491924,0.0,,6321-151-1,
Gaia DR3 6871306834419451520,TYC 6313-1245-1,9.56,G,299.348405852,-16.406655011,2016.0,1.4635512877297963,13.087429279062539,1.2723814433092184,-29.856617,,6313-1245-1,
Gaia DR3 6867190675202927104,TYC 6321-1345-1,9.07,G,299.36178576,-19.526476192,2016.0,13.32307762922023,8.26368618661478,2.670938664206856,9.584367,,6321-1345-1,
Gaia DR3 6871129778688447104,TYC 6317-540-1,9.42,G,299.369019207,-17.084257361,2016.0,5.767566225771805,-0.15868555000688175,2.6387166539067417,-14.473868,,6317-540-1,
Gaia DR3 6851188382971218176,TYC 6896-1943-1,8.26,G,299.371166945,-25.176345471,2016.0,92.50303278491748,18.133537214966125,9.677538326793623,-87.13213,,6896-1943-1,
Gaia DR3 6878141192538853888,TYC 6313-1807-1,8.14,G,299.393902024,-15.454335184,2016.0,-15.255005708104214,-14.098883574784601,3.398980021077761,-13.62583,,6313-1807-1,
Gaia DR3 6753841299939430528,TYC 6900-1002-1,9.76,G,299.394912782,-27.517194004,2016.0,-13.527089645405729,-16.540337886125453,0.8341217547809847,23.226282,,6900-1002-1,
Gaia DR3 6864070600501674112,TYC 6892-420-1,8.88,G,299.422225062,-22.934464493,2016.0,-9.00727328281256,18.004839598712373,6.01275547430862,6.1307707,,6892-420-1,
Gaia DR3 6851211816313059072,TYC 6896-1654-1,9.55,G,299.456412526,-25.108799346,2016.0,11.724070050479785,-1.757481854410172,2.324057682578729,-2.2081275,,6896-1654-1,
Gaia DR3 6878130330567510144,61 Sgr,5.01,G,299.487702378,-15.491960182,2016.0,17.266906461909866,-110.70664454358844,15.475214479807867,-9.3305645,,,7614
Gaia DR3 6851528544380528512,HIP 98261,8.72,G,299.495679672,-24.433741871,2016.0,9.445180850052646,4.22230496580584,2.8062980315059347,14.566487,98261,6896-1751-1,
Gaia DR3 6867425558373440512,TYC 6317-1457-1,8.85,G,299.514118378,-18.286670204,2016.0,-5.092809527175142,4.71083282777888,1.5712687800339027,10.668339,,6317-1457-1,
Gaia DR3 6754246882291696768,TYC 6900-2185-1,8.91,G,299.517670975,-26.32793268,2016.0,-7.209562860531186,-32.63939187688388,3.065938525192373,-54.523586,,6900-2185-1,
Gaia DR3 6878229943743641600,HIP 98281,8.14,G,299.539070229,-14.977203374,2016.0,4.214110874636199,-29.834499953118875,6.393133944776989,-79.61006,98281,5750-1275-1,
Gaia DR3 6871358580186009856,HIP 98286,7.64,G,299.549056328,-15.96986222,2016.0,2.420997172826497,-42.09625200511015,5.583257790699924,-47.10272,98286,6313-2300-1,
Gaia DR3 6867398517259380736,TYC 6317-1345-1,9.14,G,299.557770188,-18.620485239,2016.0,-0.9906820990623499,-59.633930950664315,7.22271936772111,-22.44671,,6317-1345-1,
Gaia DR3 6870806006872276736,TYC 6317-1207-1,9.21,G,299.570103689,-18.089400526,2016.0,-1.142617622253152,0.9052432028939061,1.0090043522906569,-6.9537945,,6317-1207-1,
Gaia DR3 6878548458517794560,TYC 5750-1037-1,8.83,G,299.573532149,-14.320345292,2016.0,-40.57074797078154,-52.86286031010476,7.918913737580259,2.1099803,,5750-1037-1,
Gaia DR3 6851220887283995776,TYC 6896-1905-1,9.61,G,299.580111071,-24.959750727,2016.0,4.900464837067199,1.8585837584472684,1.478094133943506,-20.56955,,6896-1905-1,
Gaia DR3 6871335456082005760,TYC 6313-2234-1,9.41,G,299.582567719,-16.181684674,2016.0,0.5999983655888919,-22.987955424214597,4.564768787812233,36.73671,,6313-2234-1,
Gaia DR3 6852038958293473408,Gaia DR3 6852038958293473408,8.1,G,299.593302008,-23.330203697,2016.0,2.666053638709786,-15.910437139107927,3.718097229393991,-11.698239,,,
Gaia DR3 6878574606278922624,HIP 98304,9.49,G,299.606649914,-14.012056489,2016.0,8.194799590956524,-55.573166377032074,7.001247349692183,-32.27979,98304,5750-1884-1,
Gaia DR3 6864155061036699648,TYC 6892-140-1,9.52,G,299.609892004,-22.592893414,2016.0,98.02527993304156,-48.100190262245874,4.392440860837758,-52.151886,,6892-140-1,
Gaia DR3 6870940490889055232,TYC 6317-590-1,9.9,G,299.621965867,-17.052692423,2016.0,-1.4659560060195773,3.996866288836705,0.8747869973282205,-22.027079,,6317-590-1,
Gaia DR3 6877370675406134400,TYC 6313-1166-1,8.84,G,299.632044066,-15.750464474,2016.0,-7.347290184024055,-16.166145499566003,1.1931181546968623,-3.2224112,,6313-1166-1,
Gaia DR3 6864171210114168192,HIP 98318,8.13,G,299.641102321,-22.25205828,2016.0,0.5048538555876609,-28.370136407666205,4.702860564243006,54.25134,98318,6325-2068-1,
Gaia DR3 6867420713650291200,TYC 6317-943-1,8.17,G,299.642776008,-18.381209092,2016.0,-8.42018688170371,7.0088146733562775,8.714885085949456,19.16621,,6317-943-1,
Gaia DR3 6753820168700152448,TYC 6900-1361-1,9.35,G,299.650644884,-27.733481005,2016.0,-63.29535078208598,-61.86125168362606,8.980955809442893,-0.7353756,,6900-1361-1,
Gaia DR3 6851642446913753984,TYC 6892-1777-1,9.28,G,299.659388489,-23.675208987,2016.0,-4.625719373796645,-15.745327531573833,1.8391498754293136,-18.438734,,6892-1777-1,
Gaia DR3 6866972250345142272,HIP 98329,9.36,G,299.666433362,-19.936408113,2016.0,32.428019227048225,-172.64182309647038,21.255510759401112,-37.678898,98329,6321-1749-1,
Gaia DR3 6870918912973226240,TYC 6317-714-1,10.6,G,299.679149076,-17.37787178,2016.0,9.885414259429481,0.860082951756811,0.9777972320293659,-34.220345,,6317-714-1,
Gaia DR3 6851220474967110656,TYC 6896-1726-1,9.27,G,299.688279239,-24.941127344,2016.0,-0.7051748617189353,-20.592757308039722,11.607047429353337,0.0,,6896-1726-1,
Gaia DR3 6867802519062194560,HIP 98339,9.26,G,299.707291321,-18.203500277,2016.0,11.37750289547214,-91.30487360030743,1.9719504714382503,-124.68945,98339,6317-1041-1,
Gaia DR3 6878605014647425280,TYC 5750-1628-1,9.55,G,299.722875651,-13.78926894,2016.0,-8.920191681923834,-5.810045977212129,1.2422295115448387,67.6357,,5750-1628-1,
Gaia DR3 6754254613232981632,60 Sgr,4.84,G,299.738472609,-26.195642015,2016.0,26.283319430320923,27.103871587022674,8.793242036857434,-51.686543,98353,6896-2102-1,7618
Gaia DR3 6754250558783836928,TYC 6900-1984-1,8.68,G,299.747978964,-26.294525055,2016.0,-3.991220214860598,-26.483049833858495,3.6737189347493096,0.7957835,,6900-1984-1,
Gaia DR3 6866920126621860224,TYC 6321-736-1,9.34,G,299.752199469,-20.084478286,2016.0,1.5981462077405462,-13.97892129524332,3.36257001355106,-18.729048,,6321-736-1,
Gaia DR3 6852036656192259328,TYC 6892-1942-1,8.06,G,299.754652019,-23.338061176,2016.0,4.524226060925436,-5.314404713983876,1.7041143580604006,-34.279175,,6892-1942-1,
Gaia DR3 6878611061961380480,TYC 5750-1638-1,9.73,G,299.761174858,-13.751885465,2016.0,6.823591451364314,-6.211023877925834,2.0131778922731156,-31.342707,,5750-1638-1,
Gaia DR3 6870813978331569792,TYC 6317-557-1,8.41,G,299.762433667,-17.959543075,2016.0,24.265481045275003,-15.542292705160296,6.900770351000631,-25.315596,,6317-557-1,
